elder_name,youth_name,elder_district,youth_district,zone,jaccard_score,distance_km,final_score,shared_interests
Tang Siu Lan,Chan Siu Tung,Upper Wong Tai Sin Estate,Lok Fu Estate,7,0.29411764705882354,0.12184658844672178,0.3837081215424347,arts; calligraphy; park; walk; walking
Wong Pak Kuen,Yip Tsz Wai,Ping Shek Estate,Choi Wan (2) Estate,7,0.35294117647058826,0.8020227026005591,0.3832397948058756,arts; calligraphy; chinese; park; walk; walking
Leung Kwok Wai,Lau Siu Tung,Carado Garden,Carado Garden,7,0.2777777777777778,0.02211707780474904,0.3828653364902256,food_social; park; tea; walk; walking
Lau Lai Kwan,Lee Wai Man,Lung Poon Court,Carado Garden,7,0.4166666666666667,4.242249809694415,0.38278033550072477,games; light_exercise; mahjong; reading; stretching
Yip Pak Kuen,Wong Man Yi,Lower Wong Tai Sin (2) Estate,Tung Tau (2) Estate,7,0.3157894736842105,0.31895626015958145,0.38214734100891407,centre; community; park; reading; walk; walking
Chow Chun Wah,Chow Chi Ho,Royal Peninsula,Tai Hang Sai Estate,7,0.4,2.6007320069461692,0.38165819608641666,centre; community; companionship; games
Cheung Yuk Lan,Ng Wai Man,Parc Oasis,Hoi Fu Court,7,0.3333333333333333,0.5269503034165924,0.38156835752788043,cooking; food_social; park; walk; walking
Leung Yat Fung,Lee Ka Ching,Fu Keung Court,Wang Tau Hom Estate,7,0.29411764705882354,0.14010029647026592,0.3815673721552374,light_exercise; park; stretching; walk; walking
Tang Chun Wah,Yip Ho Yin,Chun Man Court,Chun Man Court,7,0.36363636363636365,1.0828848313011785,0.38110641265876355,karaoke; music; reading; songs
Lau Siu Fong,Chow Ka Ming,May Shing Court,Festival City,7,0.36363636363636365,1.084618732649679,0.3810465130825036,companionship; karaoke; music; songs
Lam Wai Ling,Chan Ka Ching,Fortune Estate,Mei Tung Estate,7,0.4166666666666667,4.590837919360022,0.38099627649681006,karaoke; light_exercise; music; songs; stretching
Lee Yat Fung,Lau Yuk Ting,Sky Tower,Lung Poon Court,7,0.35294117647058826,0.8543236716265651,0.3808920267239127,chess; chinese; games; park; walk; walking
Leung Wing Chiu,Lee Ka Ching,Chuk Yuen North Estate,Wang Tau Hom Estate,7,0.3888888888888889,1.984515583694245,0.38081496811132093,centre; community; light_exercise; park; stretching; walk; walking
Leung Wing Chiu,Chan Yuk Ting,Banyan Garden,Mei Lam Estate,7,0.4166666666666667,4.656144796621801,0.3806864969386196,arts; calligraphy; chinese; cooking; food_social
Ng Hoi Yan,Chan Wing Sze,Sky Tower,Hin Keng Estate,7,0.4166666666666667,4.692791113462058,0.3805157803106377,arts; calligraphy; chess; chinese; games
Leung Yee Kwan,Yip Yiu Tung,Lai On Estate,Tai Hang Sai Estate,7,0.35294117647058826,0.8750254971993423,0.37999891213428805,centre; community; food_social; park; walk; walking
Lee Yat Fung,Lee Tsz Wai,Upper Wong Tai Sin Estate,Chuk Yuen South Estate,7,0.3125,0.3210316483036901,0.3791726202955561,arts; calligraphy; chess; chinese; games
Wong Chi Keung,Chow Tsz Wai,Hin Keng Estate,May Shing Court,7,0.36363636363636365,1.1651170781004434,0.3783712272396172,centre; community; cooking; food_social
Yip Yuk Lan,Chan Ka Ming,Chak On Estate,Un Chau Estate,7,0.3684210526315789,1.3088202649754204,0.37812613946142526,arts; calligraphy; chess; chinese; games; park; walking
Lam Ming Yuet,Lau Tsz Ho,Tsz Man Estate,Kai Tak Garden,7,0.38461538461538464,1.9497770157230374,0.3777743782927951,food_social; karaoke; music; songs; tea
Lam Pak Kuen,Wong Wing Sze,Chuk Yuen North Estate,Tak Long Estate,7,0.4,2.979061583954853,0.3776973305979629,arts; calligraphy; chinese; food_social; park; tea; walk; walking
Lam Yee Kwan,Ng Yiu Tung,Tak Long Estate,Wyler Gardens,7,0.35714285714285715,1.0535290118773764,0.37661641558277204,cooking; food_social; karaoke; music; songs
Chan Chi Keung,Yip Ho Yin,Mei King Mansion,Chun Man Court,7,0.3333333333333333,0.6118471846940168,0.37639426455832103,games; karaoke; music; songs
Leung Sze Man,Ng Wing Sze,Tai Hang Tung Estate,Hin Keng Estate,7,0.4,3.209091489755259,0.3756371441117622,cooking; food_social; park; tea; walk; walking
Ng Pak Kuen,Chan Ka Ming,Fung Tak Estate,Upper Ngau Tau Kok Estate,7,0.35714285714285715,1.0980920270109664,0.37506495605682516,chess; chinese; cooking; food_social; games
Chow Kwok Wai,Chan Wai Man,On Wo Yuen,Parc Oasis,7,0.3888888888888889,2.372838682883705,0.3750284800275179,digital_help; light_exercise; park; smartphone; stretching; walk; walking
Cheung Hoi Yan,Cheung Hiu Lam,Tin Ma Court,Tai Hang Sai Estate,7,0.4,3.292448334736082,0.37494509154277866,centre; community; digital_help; light_exercise; smartphone; stretching
Ho Sze Man,Wong Wing Sze,On Wo Yuen,Tak Long Estate,7,0.3684210526315789,1.4282853180604866,0.3749298779895381,arts; calligraphy; chinese; food_social; park; tea; walking
Tang Pak Kuen,Lau Man Yi,Hung Hom Estate,Whampoa Estate,7,0.2857142857142857,0.14027947317288345,0.3744038413017072,cooking; food_social; light_exercise; stretching
Lam Siu Lan,Chow Ka Ming,Wing Cheong Estate,Hoi Ying Estate,7,0.2857142857142857,0.15067759745128395,0.37321511656954104,digital_help; food_social; park; smartphone; tea; walking
Chan Kwok Wai,Tang Chi Ho,Celestial Heights,Provident Centre,7,0.4,3.5233782119461083,0.37316105639892205,centre; community; cooking; food_social
Chow Sze Man,Lam Yiu Tung,Amoy Gardens,Hin Keng Estate,7,0.4166666666666667,6.90663101460996,0.37313808442004714,centre; chess; chinese; community; games
Chan Yuk Lan,Ho Ka Ming,Festival City,Nam Shan Estate,7,0.4,3.622487695335198,0.37245005933739384,arts; games; mahjong; park; walk; walking
Lau Kwok Wai,Leung Yan Ting,Shatin Pass Estate,Tai Hang Sai Estate,7,0.4,3.6274437291028745,0.3724153050325867,cooking; food_social; light_exercise; stretching
Leung Wing Chiu,Lau Chi Ho,Whampoa Estate,Tsz Man Estate,7,0.4117647058823529,5.7127782595418495,0.3723454424085561,chess; chinese; food_social; games; park; tea; walking
Wong Kam Ming,Yip Kwok Him,King Tin Court,Royal Peninsula,7,0.4117647058823529,5.823652572276329,0.3719823618525702,arts; calligraphy; chinese; food_social; games; mahjong; tea
Tang Ka Yan,Lee Pak Hei,Mei Chung Court,Shatin Pass Estate,7,0.4,3.769403440444864,0.3714504742308,digital_help; food_social; light_exercise; smartphone; stretching; tea
Leung Yuk Lan,Wong Yiu Tung,Choi Ha Estate,Choi Ying Estate,7,0.3125,0.41978916303735136,0.37127448930805007,cooking; food_social; park; walk; walking
Chow Kin Man,Lau Siu Tung,Chuk Yuen South Estate,Ping Shek Estate,7,0.3888888888888889,2.7036471348640707,0.37105617414526504,food_social; games; mahjong; park; tea; walk; walking
Chan Ming Yuet,Chan Wai Man,Tin Ma Court,Parc Oasis,7,0.3157894736842105,0.461650466129286,0.3710447670393245,digital_help; light_exercise; park; smartphone; stretching; walking
Leung Lai Kwan,Lau Lok Yin,Lower Wong Tai Sin (2) Estate,Banyan Garden,7,0.4,3.904256673042672,0.37058567485354266,centre; community; cooking; digital_help; food_social; park; smartphone; walking
Cheung Kin Man,Cheung Siu Tung,Tsz Ching Estate,Chuk Yuen South Estate,7,0.3125,0.43171495205563987,0.37039445832313317,food_social; karaoke; music; songs; tea
Cheung Yee Kwan,Chan Pak Hei,Kai Ching Estate,Shatin Pass Estate,7,0.3888888888888889,2.773049258121309,0.37031119873385016,food_social; karaoke; music; park; songs; tea; walking
Ng Chi Keung,Wong Tsz Wai,Cheung Sha Wan Estate,Manhattan Hill,7,0.3125,0.43313385247958786,0.370290729401669,cooking; food_social; games; park; walking
Lee Siu Lan,Yip Ka Ching,Ka Wai Chuen,Metro Harbour View,7,0.4,4.134128205687631,0.36921625522203144,arts; games; mahjong; park; walk; walking
Wong Wing Chiu,Lam Hiu Lam,Metro Harbour View,Charming Garden,7,0.3333333333333333,0.7470413195145202,0.36919277942913775,games; mahjong; park; walk; walking
Wong Siu Fong,Ng Yan Ting,Metropole Building,Hin Keng Estate,7,0.4166666666666667,9.358383734927495,0.3686476903319914,arts; calligraphy; centre; community; games
Ho Yee Kwan,Wong Yuk Ting,King Shan Court,Choi Hung Estate,7,0.3333333333333333,0.7590057176334046,0.3686087809889626,cooking; food_social; park; tea; walking
Tang Hoi Yan,Yip Ho Yin,Fu Shan Estate,Chun Man Court,7,0.4,4.271814188650644,0.368453203135066,karaoke; music; reading; songs
Ng Tak Ming,Lee Yiu Tung,Tung Tau (2) Estate,Kai Tak Garden,7,0.29411764705882354,0.27313161959117216,0.3678197114043621,digital_help; park; smartphone; walk; walking
Lam Pak Kuen,Lam Ho Yin,Cullinan West,Royal Peninsula,7,0.4,4.398454549796286,0.36778572990035835,karaoke; music; park; songs; walk; walking
Chow Sze Man,Chow Siu Tung,Nam Cheong Estate,Hoi Ying Estate,7,0.35714285714285715,1.3476599065935342,0.3674648398695116,cooking; food_social; park; walk; walking
Tang Chi Keung,Lee Ho Yin,Tak Long Estate,One Kai Tak,7,0.35714285714285715,1.350271862606382,0.3673938324331054,arts; calligraphy; karaoke; music; songs
Wong Wing Chiu,Cheung Pak Hei,Fung Tak Estate,Fu Keung Court,7,0.3333333333333333,0.7885931484728589,0.36719812959964654,games; karaoke; music; songs
Yip Siu Lan,Lam Yiu Tung,Mei Tin Estate,Hin Keng Estate,7,0.3333333333333333,0.7916002017318443,0.36705736945199585,centre; community; games; reading
Wong Chun Wah,Lee Ho Yin,Parc Oasis,Hoi Fu Court,7,0.3888888888888889,3.155341002838335,0.3666536759980274,companionship; food_social; games; mahjong; park; tea; walking
Leung Hoi Yan,Cheung Ho Yin,Tung Wui Estate,Shek Kip Mei Estate,7,0.38461538461538464,2.7892839011007933,0.36650839275449953,food_social; light_exercise; reading; stretching; tea
Lam Siu Lan,Tang Chi Ho,One Kai Tak,Provident Centre,7,0.4,4.666949307593966,0.36646926800615515,centre; community; cooking; food_social
Tang Hoi Yan,Lee Siu Tung,Choi Hing Court,Choi Wan (2) Estate,7,0.3333333333333333,0.8214920544575799,0.3656834043275592,chess; chinese; games; mahjong
Lau Kin Man,Chan Tsz Ho,Chuk Yuen South Estate,Wang Tau Hom Estate,7,0.3333333333333333,0.8252281128316054,0.3655148420146205,digital_help; games; light_exercise; smartphone; stretching
Leung Chi Keung,Lau Ka Ching,Royal Peninsula,Harbour Place,7,0.29411764705882354,0.3068468522396983,0.36478009052317584,food_social; karaoke; music; songs; tea
Leung Lai Kwan,Ng Lok Yin,Lower Wong Tai Sin (1) Estate,Sun Chui Estate,7,0.4,5.1389248782089725,0.3644342458941707,centre; community; karaoke; light_exercise; music; park; songs; walking
Leung Chi Keung,Leung Yan Ting,Tsui Chuk Garden,Tsz Lok Estate,7,0.36363636363636365,1.7366565304839119,0.3639023179502723,chess; chinese; games; reading
Chan Chi Keung,Chow Siu Tung,Lei Cheng Uk Estate,Lai Kok Estate,7,0.3125,0.5278155484137418,0.36380439093219585,centre; community; park; walk; walking
Ho Tak Ming,Wong Hiu Lam,Hoi Ying Estate,Fu Cheong Estate,7,0.35714285714285715,1.50558940498298,0.3634375821006892,food_social; karaoke; music; songs; tea
Ho Hoi Yan,Lau Siu Tung,Tak Bo Garden,Ping Shek Estate,7,0.35294117647058826,1.3785952925477076,0.36306243036382,food_social; games; mahjong; park; tea; walking
Cheung Chun Wah,Lam Yuk Ting,Shek Kip Mei Estate,Lei Cheng Uk Estate,7,0.26666666666666666,0.10059788490996334,0.3629562253298391,food_social; games; mahjong; tea
Tang Kwok Wai,Chan Tsz Ho,Lei Cheng Uk Estate,Wang Tau Hom Estate,7,0.38461538461538464,3.1817798621676214,0.3627929708304639,digital_help; games; light_exercise; smartphone; stretching
Lau Yuk Lan,Cheung Ka Ching,Nam Cheong Estate,May Shing Court,7,0.4,5.62490403691676,0.36264183740083433,cooking; food_social; games; mahjong; park; walking
Ng Pak Kuen,Leung Chi Ho,Island Harbourview,Park Avenue,7,0.3333333333333333,0.8922168015344636,0.3626054335907456,centre; community; park; reading; walking
Lee Yee Kwan,Wong Pak Hei,Lok Fu Estate,Ma Tau Wai Estate,7,0.3181818181818182,0.6309119519844621,0.3624276282549277,arts; karaoke; music; park; songs; walk; walking
Chow Chun Wah,Chan Yuk Ting,May Shing Court,Mei Lam Estate,7,0.35714285714285715,1.54916609351858,0.36241420087307835,chess; chinese; cooking; food_social; games
Chan Ming Yuet,Cheung Ka Ching,Hoi Lok Court,May Shing Court,7,0.4,5.809779943634642,0.3620271434967896,cooking; food_social; games; mahjong; park; walking
Cheung Mei Lin,Lam Wing Sze,Tung Tau (2) Estate,Tin Ma Court,7,0.3333333333333333,0.9228199945908274,0.3613437557451929,digital_help; karaoke; music; smartphone; songs
Lee Hoi Yan,Lam Tsz Wai,Fu Cheong Estate,Choi Fai Estate,7,0.4,6.063263872149425,0.36123664112160003,cooking; food_social; games; light_exercise; mahjong; stretching
Leung Lai Kwan,Yip Kwok Him,Shui Chuen O Estate,Fung Shing Court,7,0.3333333333333333,0.9283894066234856,0.36111845260685316,light_exercise; park; stretching; walk; walking
Yip Chun Wah,Ho Lok Yin,Lai Kok Estate,Fortune Estate,7,0.3076923076923077,0.5160422101540089,0.36048029771910595,park; reading; walk; walking
Lee Wai Ling,Cheung Pak Hei,Tin Ma Court,Fu Keung Court,7,0.2857142857142857,0.2765495677769496,0.36036139321008276,games; karaoke; music; songs
Lam Kin Man,Chan Yuk Ting,Carado Garden,Mei Lam Estate,7,0.2857142857142857,0.2774160448903937,0.3602816895426124,arts; calligraphy; chinese; food_social
Cheung Kwok Wai,Leung Yan Ting,Hoi Tat Estate,Tai Hang Sai Estate,7,0.36363636363636365,1.930420506142556,0.3602781020843992,cooking; food_social; light_exercise; stretching
Chow Hoi Yan,Ng Wing Sze,Chak On Estate,Hin Keng Estate,7,0.375,2.612805867470722,0.36026897597116475,cooking; food_social; park; tea; walk; walking
Tang Yat Fung,Lee Ka Ching,Harbour Place,Whampoa Gardens,7,0.2857142857142857,0.2799308209242506,0.36005097673301084,cooking; food_social; games; mahjong
Cheung Chi Keung,Lam Pak Hei,Nam Shan Estate,Nam Shan Estate,7,0.3333333333333333,0.9622562342865164,0.35977594942956426,arts; games; mahjong; reading
Wong Chi Keung,Chan Pak Hei,Kai Tak Garden,Shatin Pass Estate,7,0.3684210526315789,2.276971257686107,0.3589318696071362,games; karaoke; music; park; songs; walk; walking
Chan Ming Yuet,Chan Tsz Ho,Chun Shek Estate,Wang Tau Hom Estate,7,0.38461538461538464,3.755358093977077,0.35846644275076994,digital_help; games; light_exercise; smartphone; stretching
Cheung Siu Fong,Wong Hiu Lam,Fu Cheong Estate,Fu Cheong Estate,7,0.29411764705882354,0.38662498348809504,0.358176328701846,food_social; karaoke; music; songs; tea
Wong Pak Kuen,Ho Siu Tung,Celestial Heights,Tai Hang Tung Estate,7,0.3,0.4629755711820586,0.35753076193118016,arts; centre; community; park; walk; walking
Chan Kam Ming,Lau Tsz Ho,Carado Garden,Sun Tin Wai Estate,7,0.3125,0.6331799524519498,0.35747035958502293,chess; chinese; games; light_exercise; stretching
Ho Wing Chiu,Lam Man Yi,Liberte,Fu Cheong Estate,7,0.3157894736842105,0.6995415870602235,0.356680146226024,karaoke; music; park; reading; songs; walking
Leung Ming Yuet,Ho Ka Ming,Tai Hang Sai Estate,Nam Shan Estate,7,0.29411764705882354,0.41276318795184697,0.3561749069335976,games; mahjong; park; walk; walking
Chan Pak Kuen,Lee Yiu Tung,Mantin Heights,Aqua Marine,7,0.375,3.067921309376688,0.3556238696233492,food_social; light_exercise; park; stretching; tea; walking
Lee Yuk Lan,Lee Ho Yin,Whampoa Gardens,Mei Lam Estate,7,0.4,8.666466331389763,0.35551756297054565,companionship; food_social; reading; tea
Chan Chun Wah,Ho Tsz Ho,Tai Hang Sai Estate,The Pacifica,7,0.3333333333333333,1.0785169187639858,0.3555001743370617,arts; calligraphy; karaoke; music; songs
Ng Sze Man,Lau Chi Ho,Tak Long Estate,Ma Tau Wai Estate,7,0.3333333333333333,1.0799253695588154,0.35545130554298876,food_social; park; tea; walk; walking
Tang Ming Yuet,Wong Hiu Lam,Sorrento,Fu Cheong Estate,7,0.38461538461538464,4.332830942968288,0.35505072649685265,food_social; karaoke; music; songs; tea
Lee Kwok Wai,Lee Sze Wing,Nam Cheong Estate,Harbour Green,7,0.3333333333333333,1.0935187559364559,0.35498303772439965,cooking; food_social; games; mahjong; park; walking
Lee Ka Yan,Lau Sze Wing,Tsz Ching Estate,Galaxia,7,0.2857142857142857,0.3407222201048308,0.35473714137635254,chess; chinese; games; park; reading; walking
Lee Hoi Yan,Lee Ho Yin,Fortress Garden,Mei Lam Estate,7,0.4,9.339196842392182,0.35450789672414196,companionship; food_social; reading; tea
Lee Wing Chiu,Lee Yuk Ting,Oi Man Estate,Mei King Mansion,7,0.3333333333333333,1.1334101263425385,0.353643302404848,chess; chinese; games; mahjong
Yip Mei Lin,Yip Tsz Ho,Choi Wan (1) Estate,Kingsford Terrace,7,0.3,0.5212204848199149,0.35360503555982375,chess; chinese; games; park; reading; walking
Chow Siu Fong,Wong Wing Sze,Wyler Gardens,Tak Long Estate,7,0.2857142857142857,0.35577640278056916,0.3534948554566276,arts; calligraphy; chinese; park; walk; walking
Leung Wing Chiu,Lau Man Yi,Whampoa Estate,Whampoa Estate,7,0.3125,0.7193646535479464,0.3528665282531671,cooking; food_social; light_exercise; park; walking
Lau Mei Lin,Wong Yuk Ting,Galaxia,Choi Hung Estate,7,0.29411764705882354,0.4722914714384885,0.3518820002084532,companionship; cooking; food_social; park; walking
Yip Lai Kwan,Chan Pak Hei,Metro Harbour View,Un Chau Estate,7,0.3125,0.7396164241416656,0.3518509046985088,chess; chinese; games; park; walking
Wong Ka Yan,Chan Kwok Him,Nam Shan Estate,Lai Tsui Court,7,0.3333333333333333,1.2025205256505536,0.3514371254447348,food_social; karaoke; music; songs; tea
Lee Mei Lin,Leung Ka Ching,Harbour Green,Parc Oasis,7,0.3125,0.7667026685028946,0.35052893017128917,digital_help; park; smartphone; walk; walking
Ng Kam Ming,Cheung Kwok Him,Galaxia,Tsz Lok Estate,7,0.29411764705882354,0.49648777143404516,0.35023469811334235,chess; chinese; food_social; games; tea
Yip Yee Kwan,Cheung Yuk Ting,Nam Shan Estate,Fortune Estate,7,0.35294117647058826,1.9990826245563742,0.35001529426758893,digital_help; food_social; games; mahjong; smartphone; tea
Ho Lai Kwan,Ng Wing Sze,Tsui Chuk Garden,Hin Keng Estate,7,0.3125,0.7789677909487729,0.34994355864012067,food_social; park; tea; walk; walking
Chow Siu Fong,Leung Lok Yin,Lower Wong Tai Sin (2) Estate,Upper Wong Tai Sin Estate,7,0.25,0.09499690204752716,0.3494866889299102,arts; calligraphy; games; mahjong
Yip Tak Ming,Wong Wing Sze,So Uk Estate,Tai Hang Tung Estate,7,0.3157894736842105,0.8517262766205459,0.3494265456646823,karaoke; music; park; songs; walk; walking
Lam Yee Kwan,Wong Yuk Ting,Harbour Place,Hung Hom Estate,7,0.3125,0.7975793787104861,0.3490705500416367,digital_help; karaoke; music; smartphone; songs
Lam Chi Keung,Tang Pak Hei,Whampoa Gardens,Healthy Gardens,7,0.3333333333333333,1.297618944449203,0.3486183103580848,centre; community; games; mahjong
Leung Chun Wah,Leung Yan Ting,Tai Hang Tung Estate,Tsz Lok Estate,7,0.36363636363636365,2.794846661345658,0.3486181979081099,chess; chinese; games; reading
Lam Wing Chiu,Chan Sze Wing,Kai Tak Garden,Shatin Pass Estate,7,0.25,0.10316710891142843,0.3484721467294428,light_exercise; reading; stretching
Lam Yee Kwan,Tang Sze Wing,Shek Kip Mei Estate,Lei Cheng Uk Estate,7,0.3333333333333333,1.309671087313764,0.3482776454580765,digital_help; light_exercise; smartphone; stretching
Lau Hoi Yan,Lau Hiu Lam,Festival City,Mei Lam Estate,7,0.2777777777777778,0.33969752581383456,0.3480766832717961,games; light_exercise; mahjong; park; walking
Lau Ka Yan,Lee Yuk Ting,Charming Garden,Central Park,7,0.29411764705882354,0.5305702293173244,0.3480026901914223,cooking; food_social; park; tea; walking
Ng Pak Kuen,Chow Wai Man,Galaxia,Galaxia,7,0.2631578947368421,0.21430713685816713,0.34721144300894935,games; mahjong; park; walk; walking
Lam Lai Kwan,Ho Lok Yin,Mantin Heights,Fortune Estate,7,0.36363636363636365,2.938819890493413,0.34717338154973726,park; reading; walk; walking
Chan Hoi Yan,Chow Tsz Wai,King Shan Court,Fu Shan Estate,7,0.25,0.11977069042817577,0.3464559976718477,games; mahjong; park; walk; walking
Lee Ka Yan,Wong Ka Ching,Central Park,Park Avenue,7,0.2631578947368421,0.22337978184060864,0.34629535894199487,food_social; park; tea; walk; walking
Leung Wing Chiu,Lau Hiu Lam,Ka Tin Court,Mei Lam Estate,7,0.35294117647058826,2.2588181442668236,0.34602895692841656,companionship; games; light_exercise; mahjong; park; walking
Yip Kwok Wai,Cheung Man Yi,Central Park,Ping Shek Estate,7,0.375,4.799960098433349,0.3446122468869255,chess; chinese; games; light_exercise; mahjong; stretching
Lee Kam Ming,Ho Yan Ting,Sun Chui Estate,Jat Min Chuen,7,0.3125,0.9039445708764596,0.3444088061540569,games; karaoke; mahjong; music; songs
Chow Lai Kwan,Cheung Kwok Him,Carado Garden,Carado Garden,7,0.2727272727272727,0.3425259714525673,0.34354786391714714,companionship; light_exercise; stretching
Yip Kin Man,Leung Chi Ho,Tsz Man Estate,Ping Shek Estate,7,0.35714285714285715,2.763796270280866,0.34342480777380674,centre; community; food_social; games; tea
Ho Ka Yan,Lau Chi Ho,Wyler Gardens,Ma Tau Wai Estate,7,0.3125,0.9326527371371175,0.3432385293825203,food_social; park; tea; walk; walking
Chow Wai Ling,Lee Yiu Tung,Tsz Lok Estate,Aqua Marine,7,0.375,5.217350982357513,0.3428760305917493,food_social; light_exercise; park; stretching; tea; walking
Ho Lai Kwan,Lam Siu Tung,City Garden,Tung Tau (2) Estate,7,0.375,5.247179880672161,0.34276083414679276,arts; calligraphy; companionship; park; walk; walking
Ho Chi Keung,Cheung Ka Ming,Shek Kip Mei Estate,Cheung Sha Wan Estate,7,0.3333333333333333,1.5319720001726558,0.3425756946192289,arts; calligraphy; food_social; park; tea; walking
Ho Pak Kuen,Tang Wing Sze,Fu Cheong Estate,The Long Beach,7,0.3,0.7154168160595296,0.3424423047481625,games; mahjong; reading
Lau Siu Fong,Lau Siu Tung,Carado Garden,Carado Garden,7,0.3333333333333333,1.5548305603758503,0.3420456418231507,karaoke; music; park; songs; walk; walking
Cheung Kam Ming,Cheung Hiu Lam,Nam Cheong Estate,Tai Hang Sai Estate,7,0.3333333333333333,1.5606740189879122,0.34191166032369597,centre; community; digital_help; light_exercise; smartphone; stretching
Yip Kwok Wai,Tang Tsz Ho,Tai Hang Sai Estate,Tak Long Estate,7,0.35714285714285715,2.9614434527008435,0.341436414350219,arts; centre; community; cooking; food_social
Cheung Siu Lan,Wong Hiu Lam,Fu Shan Estate,Richland Gardens,7,0.3333333333333333,1.601387894132907,0.3409948609887459,centre; community; digital_help; smartphone
Lam Kam Ming,Chow Chi Ho,Lai Tsui Court,Tai Hang Sai Estate,7,0.3,0.7572922344570528,0.3403585971978902,centre; community; companionship
Tang Wai Ling,Wong Hiu Lam,One Kai Tak,Richland Gardens,7,0.3076923076923077,0.9073642677680402,0.34018101688816776,centre; community; digital_help; smartphone
Lau Hoi Yan,Chow Ho Yin,Cheung Sha Wan Estate,Lai On Estate,7,0.3076923076923077,0.9214394657027798,0.3396049334088811,cooking; food_social; games; mahjong
Ho Yuk Lan,Lau Hiu Lam,Central Park,Mei Lam Estate,7,0.375,6.217278944227504,0.3395334560863097,games; light_exercise; mahjong; park; stretching; walking
Ng Ka Yan,Leung Chi Ho,Tai Hang Tung Estate,Park Avenue,7,0.3333333333333333,1.700747060349344,0.3388735215287422,centre; community; park; walk; walking
Tang Mei Lin,Wong Sze Wing,Whampoa Estate,City Garden,7,0.3125,1.057523747755912,0.33852816826894516,light_exercise; park; stretching; walk; walking
Ng Siu Fong,Chow Tsz Wai,Nam Shan Estate,May Shing Court,7,0.36363636363636365,4.122871344123329,0.33837136333695833,centre; community; cooking; food_social
Chan Wai Ling,Wong Wing Sze,Charming Garden,Cosmopolitan Estate,7,0.2857142857142857,0.5740713987391314,0.3381514224686989,cooking; food_social; games; mahjong
Lam Ming Yuet,Tang Sze Wing,Parc Oasis,Pak Tin Estate,7,0.30434782608695654,0.8893517346280697,0.3380879629071648,food_social; karaoke; music; park; songs; tea; walking
Chan Ka Yan,Tang Tsz Wai,Prosperous Garden,Ka Wai Chuen,7,0.35294117647058826,2.973240006684193,0.3377525645940478,digital_help; park; reading; smartphone; walk; walking
Tang Yat Fung,Leung Siu Tung,Wang Tau Hom Estate,Tung Wui Estate,7,0.26666666666666666,0.3538524777059335,0.33746160368533723,arts; calligraphy; light_exercise; stretching
Ng Wing Chiu,Yip Kwok Him,Wang Tau Hom Estate,Fung Shing Court,7,0.3333333333333333,1.8043279061277886,0.33682208536986663,light_exercise; park; reading; walk; walking
Wong Kwok Wai,Cheung Wai Man,Prosperous Garden,Harbour Green,7,0.25,0.2067204132511288,0.33680385560137505,arts; calligraphy; companionship; park; walking
Yip Hoi Yan,Cheung Pak Hei,Choi Fai Estate,Choi Ying Estate,7,0.3333333333333333,1.8183773041307298,0.3365554479807064,light_exercise; park; reading; walk; walking
Lam Chi Keung,Lam Pak Hei,Wang Tau Hom Estate,Nam Shan Estate,7,0.3333333333333333,1.8243687334244738,0.33644254610178403,arts; games; mahjong; reading
Yip Wai Ling,Lee Sze Wing,Tak Long Estate,Kai Ching Estate,7,0.2857142857142857,0.6032871612153873,0.336414930649999,arts; calligraphy; food_social; tea
Lau Lai Kwan,Lee Kwok Him,Upper Ngau Tau Kok Estate,Choi Wan (1) Estate,7,0.3333333333333333,1.8528734652340542,0.3359119008120328,food_social; light_exercise; stretching; tea
Ho Tak Ming,Tang Wai Man,Fu Cheong Estate,Cheung Sha Wan Estate,7,0.23076923076923078,0.07368026934840298,0.3358602413277393,park; walk; walking
Tang Kam Ming,Chan Pak Hei,Fu Shan Estate,Shatin Pass Estate,7,0.3333333333333333,1.907783494870075,0.33491901715904826,karaoke; music; park; songs; walk; walking
Leung Chun Wah,Tang Wing Sze,Charming Garden,Liberte,7,0.35294117647058826,3.4036813508786126,0.3340624100719895,arts; calligraphy; chinese; cooking; food_social; tea
Chan Hoi Yan,Lee Kwok Him,Kai Ching Estate,Choi Wan (1) Estate,7,0.3076923076923077,1.0858262245517853,0.3334524101859491,food_social; light_exercise; stretching; tea
Leung Mei Lin,Tang Lok Yin,Tai Hang Tung Estate,Telford Gardens,7,0.35714285714285715,4.022259041902426,0.33343846624282275,centre; community; digital_help; food_social; smartphone
Chan Pak Kuen,Lau Lok Yin,Central Park,Banyan Garden,7,0.3333333333333333,2.0433541479888753,0.3326210575698057,centre; community; digital_help; park; smartphone; walk; walking
Lee Yat Fung,Leung Yan Ting,Fortune Estate,Tsz Lok Estate,7,0.36363636363636365,5.386108203190639,0.3325793930356466,chess; chinese; games; reading
Yip Yat Fung,Lee Sze Wing,Hin Keng Estate,Sun Chui Estate,7,0.2857142857142857,0.676830475006877,0.33231162393662395,cooking; food_social; games; mahjong
Lee Sze Man,Tang Ho Yin,Tung Tau (2) Estate,Mei King Mansion,7,0.25,0.25395483368684746,0.33212153338408024,cooking; food_social; park; walking
Cheung Yee Kwan,Ng Lok Yin,Sun Chui Estate,Sun Chui Estate,7,0.3157894736842105,1.405491227637788,0.330778378352239,karaoke; light_exercise; music; park; songs; walking
