name,district,interests,age,longitude,latitude
Lee Man Yi,Shatin Pass Estate,Phone and smartphone help; Home visit companionship; Chinese chess,22,114.195401,22.349407
Wong Tsz Ho,Jat Min Chuen,Mahjong companion; Grocery escort; Tea time conversation; Reading aloud,27,114.194682,22.376223
Lam Yuk Ting,Prosperous Garden,Clinic escort; Phone and smartphone help; Park walk and chat; Grocery escort,28,114.164326,22.306008
Wong Tsz Wai,Hing Man Estate,Phone and smartphone help; Mahjong companion; Grocery escort,30,114.23013,22.273133
Leung Chi Ho,Tai Hang Sai Estate,Old songs karaoke; Chinese chess; Calligraphy practice,24,114.176409,22.340016
Lau Pak Hei,Po Ming Court,Photo sharing and memory talk; Home visit companionship; Phone and smartphone help,23,114.25284,22.307548
Lau Hiu Lam,Pok Hong Estate,Cooking together; Simple stretching session; Calligraphy practice; Grocery escort; Board games,24,114.193125,22.371267
Chow Ho Yin,Chevalier Garden,Phone and smartphone help; Board games; Home visit companionship; Grocery escort,24,114.229233,22.407167
Leung Yan Ting,Ka Shing Court,Reading aloud; Phone and smartphone help; Photo sharing and memory talk; Board games,28,114.134976,22.491253
Chan Ka Ching,Caribbean Coast,Park walk and chat; Phone and smartphone help; Grocery escort,23,113.95592,22.290742
Cheung Yiu Tung,Charming Garden,Phone and smartphone help; Old songs karaoke; Home visit companionship,28,114.168303,22.310165
Lee Wing Sze,Yue On Court,Photo sharing and memory talk; Home visit companionship; Tea time conversation; Chinese chess,20,114.164563,22.244053
Cheung Ka Ming,Island Resort,Tea time conversation; Reading aloud; Board games,24,114.254909,22.265847
Chow Chi Ho,Lower Wong Tai Sin (2) Estate,Cooking together; Tea time conversation; Home visit companionship,33,114.188961,22.336358
Leung Yan Ting,Bel-Air,Chinese chess; Park walk and chat; Board games,25,114.126752,22.24927
Yip Ho Yin,Island Resort,Tea time conversation; Cooking together; Clinic escort; Board games,25,114.254527,22.269909
Cheung Ka Ching,Cosmopolitan Estate,Clinic escort; Simple stretching session; Grocery escort,25,114.158166,22.317241
Leung Ka Ming,Fu Ning Garden,Tea time conversation; Park walk and chat; Phone and smartphone help; Clinic escort; Home visit companionship,26,114.270962,22.316974
Lau Man Yi,Wan Tsui Estate,Old songs karaoke; Mahjong companion; Tea time conversation; Calligraphy practice,23,114.238129,22.262045
Lee Wai Man,Carado Garden,Mahjong companion; Board games; Simple stretching session; Reading aloud,23,114.168728,22.363838
Chan Tsz Ho,Kai Tak Garden,Photo sharing and memory talk; Clinic escort; Chinese chess,26,114.198582,22.334484
Lau Chi Ho,Tin Wah Estate,Grocery escort; Phone and smartphone help; Photo sharing and memory talk; Clinic escort; Simple stretching session,23,113.99373,22.464953
Tang Siu Tung,Prime View Garden,Clinic escort; Tea time conversation; Old songs karaoke,31,113.985809,22.405923
Ng Ho Yin,Lei Muk Shue (2) Estate,Phone and smartphone help; Chinese chess; Mahjong companion,33,114.132682,22.3706
Yip Chi Ho,Tai Hing Estate,Phone and smartphone help; Park walk and chat; Chinese chess; Home visit companionship,30,113.976971,22.408634
Cheung Lok Yin,Glorious Garden,Phone and smartphone help; Tea time conversation; Old songs karaoke; Board games,29,113.966099,22.379201
Lau Yuk Ting,Chuk Yuen South Estate,Board games; Chinese chess; Phone and smartphone help; Simple stretching session,24,114.187183,22.349862
Leung Pak Hei,Po Nga Court,Calligraphy practice; Cooking together; Tea time conversation; Home visit companionship,24,114.157643,22.456654
Yip Pak Hei,Pokfulam Gardens,Board games; Grocery escort; Phone and smartphone help; Park walk and chat,26,114.133312,22.255304
Ng Yan Ting,Nerine Cove,Park walk and chat; Phone and smartphone help; Old songs karaoke,29,113.967549,22.38186
Wong Tsz Wai,Yiu Tung Estate,Photo sharing and memory talk; Calligraphy practice; Home visit companionship; Mahjong companion; Board games,21,114.222982,22.281529
Ng Ho Yin,Kwai Chung Estate,Chinese chess; Park walk and chat; Tea time conversation,24,114.13646,22.375489
Wong Wai Man,Tsing Yi Estate,Park walk and chat; Chinese chess; Cooking together,20,114.110623,22.362411
Lau Tsz Wai,Ka Tin Court,Photo sharing and memory talk; Phone and smartphone help; Chinese chess,23,114.177059,22.353311
Lee Man Yi,Yue Kwong Chuen,Reading aloud; Park walk and chat; Home visit companionship,29,114.162188,22.250792
Chow Sze Wing,Tin Ping Estate,Board games; Phone and smartphone help; Calligraphy practice,22,114.141111,22.50486
Cheung Ka Ching,Serenity Park,Old songs karaoke; Simple stretching session; Grocery escort; Home visit companionship,33,114.158044,22.450314
Ho Lok Yin,King Shing Court,Park walk and chat; Board games; Community centre activities,26,114.136772,22.489358
Wong Yiu Tung,Tong Ming Court,Old songs karaoke; Park walk and chat; Photo sharing and memory talk; Mahjong companion,26,114.262845,22.308394
Chow Tsz Ho,Siu Lun Court,Clinic escort; Mahjong companion; Grocery escort,23,113.973898,22.379561
Leung Man Yi,Lok Man Sun Chuen,Community centre activities; Simple stretching session; Reading aloud; Home visit companionship; Old songs karaoke,28,114.1844,22.315246
Ho Sze Wing,Cheung Fat Estate,Old songs karaoke; Grocery escort; Clinic escort,22,114.101541,22.355627
Chow Lok Yin,Po Tat Estate,Mahjong companion; Clinic escort; Cooking together,24,114.232645,22.323411
Cheung Tsz Ho,Kai Yip Estate,Home visit companionship; Community centre activities; Park walk and chat; Old songs karaoke,25,114.205337,22.322576
Chan Ka Ming,Tak Bo Garden,Old songs karaoke; Grocery escort; Board games; Clinic escort,20,114.210275,22.329514
Lau Yiu Tung,Chung Ming Court,Tea time conversation; Phone and smartphone help; Board games; Clinic escort,22,114.266089,22.311323
Chow Yuk Ting,Un Chau Estate,Grocery escort; Calligraphy practice; Photo sharing and memory talk,27,114.162558,22.336916
Tang Wing Sze,The Long Beach,Mahjong companion; Board games; Reading aloud,25,114.149264,22.319871
Yip Lok Yin,Laguna City,Tea time conversation; Clinic escort; Simple stretching session,32,114.22781,22.305383
Chan Sze Wing,Mei Foo Sun Chuen,Tea time conversation; Clinic escort; Mahjong companion,28,114.134286,22.335575
Chow Wing Sze,Bedford Gardens,Phone and smartphone help; Park walk and chat; Photo sharing and memory talk,25,114.20845,22.28604
Lam Yuk Ting,Fu Cheong Estate,Cooking together; Clinic escort; Phone and smartphone help,30,114.162504,22.324212
Lau Wai Man,Oscar By The Sea,Old songs karaoke; Grocery escort; Cooking together; Reading aloud,22,114.265718,22.301846
Leung Wing Sze,Oceanaire,Grocery escort; Chinese chess; Phone and smartphone help; Tea time conversation; Photo sharing and memory talk,22,114.220264,22.42159
Ho Kwok Him,Castello,Clinic escort; Mahjong companion; Community centre activities; Simple stretching session,28,114.21411,22.381366
Wong Sze Wing,Lai Tak Tsuen,Grocery escort; Phone and smartphone help; Chinese chess,27,114.19868,22.282565
Ho Wai Man,Park Signature,Mahjong companion; Clinic escort; Tea time conversation,26,114.015194,22.439757
Tang Wing Sze,Chuk Yuen South Estate,Calligraphy practice; Grocery escort; Tea time conversation,23,114.191122,22.336735
Lau Hiu Lam,Tin Chung Court,Clinic escort; Cooking together; Phone and smartphone help; Reading aloud,21,114.002305,22.460494
Ho Tsz Ho,Cheung Shan Estate,Reading aloud; Phone and smartphone help; Home visit companionship,28,114.127741,22.372415
Chan Ka Ming,Choi Yuen Estate,Grocery escort; Reading aloud; Community centre activities; Chinese chess,25,114.121108,22.504556
Wong Wai Man,Wah Fu (2) Estate,Cooking together; Phone and smartphone help; Photo sharing and memory talk,26,114.132933,22.260358
Leung Yuk Ting,Butterfly Estate,Photo sharing and memory talk; Tea time conversation; Cooking together; Chinese chess; Board games,27,113.970001,22.368964
Lam Kwok Him,Ravana Garden,Park walk and chat; Board games; Photo sharing and memory talk; Phone and smartphone help; Old songs karaoke,26,114.205552,22.388735
Lam Yuk Ting,Leung King Estate,Phone and smartphone help; Park walk and chat; Cooking together,28,113.963209,22.407451
Leung Wing Sze,Metro City,Calligraphy practice; Board games; Photo sharing and memory talk; Old songs karaoke,27,114.263321,22.324705
Wong Ka Ming,Cheung Hang Estate,Simple stretching session; Board games; Tea time conversation; Chinese chess,25,114.104267,22.361603
Tang Ka Ming,Fu Cheong Estate,Clinic escort; Home visit companionship; Mahjong companion,21,114.154032,22.332539
Wong Wing Sze,Kai Tsui Court,Grocery escort; Clinic escort; Park walk and chat; Calligraphy practice; Chinese chess,27,114.254278,22.259709
Wong Tsz Ho,Yau Tong Estate,Calligraphy practice; Reading aloud; Clinic escort,31,114.230658,22.297813
Lam Tsz Wai,Choi Fai Estate,Mahjong companion; Simple stretching session; Cooking together,20,114.217794,22.335963
Chan Chi Ho,Serenity Place,Park walk and chat; Simple stretching session; Cooking together; Chinese chess; Grocery escort,26,114.252176,22.3242
Chow Sze Wing,Mountain Shore,Park walk and chat; Calligraphy practice; Tea time conversation,21,114.221237,22.405164
Ho Yuk Ting,King Shing Court,Reading aloud; Chinese chess; Community centre activities,31,114.133623,22.490114
Tang Chi Ho,Tin Shing Court,Chinese chess; Reading aloud; Old songs karaoke,24,113.996733,22.446524
Ho Man Yi,Yue Kwong Chuen,Phone and smartphone help; Board games; Tea time conversation; Park walk and chat; Old songs karaoke,25,114.158849,22.24604
Wong Siu Tung,The Wings,Cooking together; Calligraphy practice; Reading aloud,25,114.266821,22.305728
Yip Tsz Wai,Sam Shing Estate,Grocery escort; Reading aloud; Home visit companionship,25,113.975798,22.384976
Lam Wai Man,Choi Yuen Estate,Reading aloud; Old songs karaoke; Cooking together,27,114.12448,22.504606
Leung Tsz Wai,King Shing Court,Board games; Home visit companionship; Simple stretching session; Grocery escort,28,114.134513,22.492055
Tang Yiu Tung,Kwai Shing East Estate,Reading aloud; Calligraphy practice; Cooking together; Chinese chess,21,114.128064,22.368081
Leung Pak Hei,Bellagio,Calligraphy practice; Community centre activities; Mahjong companion; Tea time conversation; Board games,26,114.065095,22.363278
Tang Sze Wing,Pak Tin Estate,Tea time conversation; Photo sharing and memory talk; Park walk and chat; Old songs karaoke,22,114.163984,22.331712
Lau Man Yi,Yat Tung (1) Estate,Cooking together; Reading aloud; Board games,26,113.934624,22.28514
Leung Ka Ming,Ka Wai Chuen,Reading aloud; Phone and smartphone help; Calligraphy practice,22,114.183453,22.306131
Lam Siu Tung,Chun Shek Estate,Calligraphy practice; Clinic escort; Grocery escort,34,114.187768,22.376603
Ng Sze Wing,Bayshore Towers,Clinic escort; Tea time conversation; Community centre activities,23,114.239255,22.428231
Ng Hiu Lam,Harmony Garden,Board games; Park walk and chat; Photo sharing and memory talk,27,114.241116,22.272457
Cheung Ka Ming,The Visionary,Tea time conversation; Mahjong companion; Calligraphy practice,34,113.946018,22.29661
Lee Pak Hei,Melody Garden,Cooking together; Mahjong companion; Board games; Simple stretching session; Park walk and chat,27,113.958041,22.376802
Wong Yan Ting,Braemar Hill Mansion,Simple stretching session; Clinic escort; Grocery escort; Phone and smartphone help,25,114.195067,22.292151
Ng Ho Yin,Provident Centre,Calligraphy practice; Photo sharing and memory talk; Mahjong companion,28,114.196874,22.285447
Chan Ho Yin,The Beaumount,Mahjong companion; Clinic escort; Cooking together,30,114.279376,22.305082
Chan Yuk Ting,Symphony Bay,Park walk and chat; Grocery escort; Reading aloud,30,114.248562,22.434701
Chow Ho Yin,The Visionary,Chinese chess; Mahjong companion; Board games; Park walk and chat,28,113.955406,22.292591
Lam Pak Hei,Ka Wai Chuen,Park walk and chat; Tea time conversation; Simple stretching session; Clinic escort,22,114.194094,22.308025
Ho Pak Hei,Affluence Garden,Community centre activities; Old songs karaoke; Tea time conversation; Simple stretching session,24,113.980539,22.402608
Tang Kwok Him,Chelsea Court,Chinese chess; Photo sharing and memory talk; Home visit companionship,24,114.141159,22.259637
Ng Man Yi,Tsing Yi Garden,Board games; Grocery escort; Clinic escort; Reading aloud; Calligraphy practice,34,114.099299,22.353479
Lau Chi Ho,Jat Min Chuen,Home visit companionship; Clinic escort; Board games,21,114.194605,22.376083
Cheung Lok Yin,Fung Tak Estate,Phone and smartphone help; Calligraphy practice; Board games,23,114.201961,22.336463
Yip Tsz Ho,Wang Tau Hom Estate,Home visit companionship; Clinic escort; Community centre activities,31,114.188629,22.338834
Ho Yan Ting,Cheung Hang Estate,Phone and smartphone help; Simple stretching session; Clinic escort,21,114.091738,22.351186
Lau Tsz Wai,Yau Lai Estate,Cooking together; Reading aloud; Park walk and chat,23,114.230872,22.299003
Chan Yuk Ting,Oceanaire,Home visit companionship; Community centre activities; Tea time conversation; Cooking together,24,114.218005,22.421096
Cheung Yuk Ting,Tin Yat Estate,Board games; Phone and smartphone help; Tea time conversation; Photo sharing and memory talk,29,113.996999,22.459238
Tang Yan Ting,Park Island,Calligraphy practice; Phone and smartphone help; Park walk and chat,30,114.065231,22.344787
Ng Hiu Lam,On Wo Yuen,Tea time conversation; Clinic escort; Community centre activities; Park walk and chat,22,114.197432,22.316918
Lau Wai Man,Tsz Hong Estate,Park walk and chat; Reading aloud; Clinic escort; Tea time conversation,21,114.199243,22.342778
Ho Ka Ching,Yau Chui Court,Photo sharing and memory talk; Board games; Tea time conversation,24,114.243972,22.305611
Lam Ka Ching,Choi Wan (1) Estate,Grocery escort; Old songs karaoke; Calligraphy practice; Home visit companionship,28,114.20661,22.34308
Leung Yan Ting,Monte Vista,Calligraphy practice; Clinic escort; Photo sharing and memory talk,24,114.244331,22.420921
Tang Yuk Ting,Tin Yau Court,Mahjong companion; Reading aloud; Chinese chess; Calligraphy practice,24,114.01007,22.444525
Chan Tsz Ho,Ocean Pride,Simple stretching session; Park walk and chat; Clinic escort; Grocery escort; Calligraphy practice,24,114.115076,22.362029
Ho Siu Tung,Garden Rivera,Park walk and chat; Clinic escort; Photo sharing and memory talk; Community centre activities,28,114.196922,22.388948
Leung Yuk Ting,Cheung Wo Court,Old songs karaoke; Tea time conversation; Mahjong companion; Simple stretching session; Calligraphy practice,23,114.223313,22.326569
Ho Pak Hei,Cheung Sha Wan Estate,Clinic escort; Old songs karaoke; Calligraphy practice,23,114.157705,22.332393
Wong Yan Ting,Affluence Garden,Cooking together; Phone and smartphone help; Tea time conversation,23,113.967219,22.409198
Cheung Yan Ting,Luk Yeung Sun Chuen,Photo sharing and memory talk; Grocery escort; Old songs karaoke; Park walk and chat,23,114.122255,22.367917
Tang Lok Yin,Tai Hing Estate,Tea time conversation; Home visit companionship; Reading aloud; Old songs karaoke; Cooking together,22,113.971334,22.405033
Chan Chi Ho,Tin Wah Estate,Chinese chess; Home visit companionship; Park walk and chat; Phone and smartphone help,34,113.994969,22.455671
Wong Man Yi,Nan Fung Sun Chuen,Home visit companionship; Old songs karaoke; Clinic escort; Reading aloud,20,114.208258,22.290006
Chan Hiu Lam,Wang Fuk Court,Reading aloud; Clinic escort; Park walk and chat,29,114.174584,22.451247
Yip Yuk Ting,Fortune Estate,Clinic escort; Community centre activities; Chinese chess,26,114.152599,22.332925
Lee Siu Tung,Serenity Park,Home visit companionship; Reading aloud; Photo sharing and memory talk; Park walk and chat,21,114.16417,22.449926
Cheung Wing Sze,Wah Fu (2) Estate,Tea time conversation; Home visit companionship; Photo sharing and memory talk; Chinese chess,24,114.130717,22.25965
Chan Tsz Wai,Upper Ngau Tau Kok Estate,Old songs karaoke; Cooking together; Phone and smartphone help,30,114.222724,22.316214
Tang Tsz Ho,Fu Cheong Estate,Board games; Mahjong companion; Phone and smartphone help,21,114.148173,22.325593
Ng Lok Yin,Shui Pin Wai Estate,Old songs karaoke; Cooking together; Park walk and chat; Board games,33,114.01352,22.43992
Leung Kwok Him,Tai Hang Tung Estate,Reading aloud; Calligraphy practice; Park walk and chat,29,114.165682,22.323994
Chan Siu Tung,Lok Fu Estate,Calligraphy practice; Park walk and chat; Community centre activities,31,114.190447,22.335922
Lam Chi Ho,Caribbean Coast,Tea time conversation; Calligraphy practice; Clinic escort; Community centre activities,23,113.954112,22.284709
Ho Ka Ming,Central Park Towers,Chinese chess; Cooking together; Clinic escort,30,113.993532,22.463823
Chan Yan Ting,I-Feng Mansion,Park walk and chat; Calligraphy practice; Phone and smartphone help,27,114.138156,22.283289
Chow Sze Wing,Vista Paradiso,Old songs karaoke; Board games; Calligraphy practice; Park walk and chat; Cooking together,27,114.226601,22.418285
Yip Pak Hei,Tin Shui (1) Estate,Calligraphy practice; Simple stretching session; Grocery escort; Clinic escort,33,113.990505,22.458484
Ng Ka Ching,Yau Chui Court,Community centre activities; Phone and smartphone help; Photo sharing and memory talk; Clinic escort; Mahjong companion,24,114.235702,22.292765
Chow Man Yi,Yan Ming Court,Phone and smartphone help; Tea time conversation; Reading aloud,23,114.263338,22.322872
Lau Pak Hei,Residence Oasis,Photo sharing and memory talk; Chinese chess; Clinic escort,26,114.260224,22.318659
Yip Tsz Ho,Chuk Yuen North Estate,Photo sharing and memory talk; Park walk and chat; Community centre activities; Board games; Clinic escort,19,114.186471,22.34236
Ho Lok Yin,Yue Fai Court,Clinic escort; Home visit companionship; Reading aloud; Phone and smartphone help; Park walk and chat,35,114.152604,22.25519
Wong Ka Ming,Wing Fai Centre,Reading aloud; Chinese chess; Mahjong companion,30,114.150739,22.50457
Ng Hiu Lam,Cheung On Estate,Calligraphy practice; Grocery escort; Tea time conversation,29,114.099188,22.366099
Tang Tsz Wai,Siu On Court,Park walk and chat; Board games; Chinese chess,27,113.972969,22.396767
Chan Tsz Wai,East Point City,Clinic escort; Home visit companionship; Phone and smartphone help,26,114.261405,22.314049
Leung Ka Ching,Shek Yam Estate,Mahjong companion; Park walk and chat; Grocery escort,25,114.139294,22.367208
Lee Ka Ching,Cheung Lung Wai Estate,Clinic escort; Board games; Tea time conversation,26,114.116488,22.49403
Chow Man Yi,Lee On Estate,Clinic escort; Phone and smartphone help; Simple stretching session,27,114.243655,22.430681
Tang Pak Hei,Ko Yee Estate,Simple stretching session; Reading aloud; Calligraphy practice,26,114.243086,22.291744
Cheung Ho Yin,Lake Silver,Tea time conversation; Park walk and chat; Chinese chess; Board games; Mahjong companion,26,114.243138,22.430292
Wong Wing Sze,Central Park Towers II,Park walk and chat; Clinic escort; Board games,24,114.00862,22.454452
Lee Yuk Ting,Sun Yuen Long Centre,Tea time conversation; Old songs karaoke; Chinese chess,30,114.038479,22.438919
Ho Tsz Ho,Sereno Verde,Simple stretching session; Board games; Calligraphy practice; Phone and smartphone help; Old songs karaoke,25,114.031222,22.438074
Lau Ka Ching,Cheung Ching Estate,Phone and smartphone help; Board games; Community centre activities; Mahjong companion,28,114.104387,22.345537
Yip Kwok Him,Yau Lai Estate,Park walk and chat; Photo sharing and memory talk; Reading aloud; Cooking together,32,114.231764,22.304084
Wong Siu Tung,Shun Chi Court,Photo sharing and memory talk; Tea time conversation; Grocery escort; Old songs karaoke; Chinese chess,27,114.229262,22.331724
Chan Chi Ho,Parkland Villas,Grocery escort; Old songs karaoke; Clinic escort; Phone and smartphone help; Chinese chess,24,113.977495,22.40648
Yip Sze Wing,Fu Ning Garden,Simple stretching session; Mahjong companion; Cooking together,23,114.267135,22.312407
Wong Tsz Wai,Mont Vert,Tea time conversation; Simple stretching session; Photo sharing and memory talk; Clinic escort,31,114.187506,22.458862
Ho Wing Sze,Yau Tong Estate,Community centre activities; Calligraphy practice; Park walk and chat; Mahjong companion,25,114.234713,22.306056
Wong Tsz Wai,Chun Shek Estate,Park walk and chat; Home visit companionship; Board games; Grocery escort,27,114.180883,22.378163
Tang Wai Man,Cheung Sha Wan Estate,Home visit companionship; Park walk and chat; Board games,21,114.154944,22.326908
Cheung Lok Yin,Highland Park,Park walk and chat; Cooking together; Old songs karaoke,22,114.125623,22.346242
Chan Yiu Tung,Flora Plaza,Photo sharing and memory talk; Community centre activities; Home visit companionship,32,114.1469,22.487942
Lau Ho Yin,Tsui Ping South Estate,Board games; Reading aloud; Clinic escort; Old songs karaoke; Park walk and chat,30,114.237591,22.306289
Tang Tsz Ho,Island Resort,Tea time conversation; Chinese chess; Clinic escort,23,114.253406,22.267129
Cheung Man Yi,Shun Tin Estate,Simple stretching session; Cooking together; Chinese chess,21,114.230462,22.318102
Chow Ho Yin,Tsui Wan Estate,Tea time conversation; Chinese chess; Reading aloud,23,114.241574,22.262127
Cheung Tsz Wai,Richland Gardens,Old songs karaoke; Grocery escort; Tea time conversation,26,114.211372,22.328286
Wong Ka Ming,Choi Tak Estate,Simple stretching session; Old songs karaoke; Phone and smartphone help,29,114.215577,22.336677
Lam Ho Yin,Choi Fook Estate,Park walk and chat; Photo sharing and memory talk; Calligraphy practice,27,114.221062,22.336015
Lau Siu Tung,Ying Tung Estate,Park walk and chat; Reading aloud; Grocery escort,28,113.95506,22.295808
Lau Ka Ming,Oi Tung Estate,Cooking together; Mahjong companion; Chinese chess; Old songs karaoke; Tea time conversation,27,114.227861,22.276557
Lam Chi Ho,Yan Ming Court,Park walk and chat; Cooking together; Mahjong companion,33,114.261217,22.328778
Wong Tsz Ho,Villa Esplanada,Phone and smartphone help; Reading aloud; Home visit companionship,23,114.11036,22.362533
Chan Chi Ho,Hung Fuk Estate,Clinic escort; Calligraphy practice; Home visit companionship; Simple stretching session; Mahjong companion,22,113.990759,22.440893
Lau Man Yi,Yau Chui Court,Cooking together; Old songs karaoke; Mahjong companion,30,114.232886,22.3067
Lam Man Yi,Kai Tsui Court,Board games; Mahjong companion; Park walk and chat,26,114.247643,22.267121
Ho Tsz Wai,Royal Ascot,Home visit companionship; Calligraphy practice; Tea time conversation; Grocery escort; Clinic escort,23,114.201934,22.406803
Wong Wai Man,Long Ping Estate,Tea time conversation; Park walk and chat; Board games,29,114.022392,22.452015
Chow Kwok Him,Villa Athena,Clinic escort; Grocery escort; Tea time conversation,21,114.240407,22.419121
Lee Chi Ho,Tin Chak Estate,Mahjong companion; Tea time conversation; Simple stretching session; Reading aloud,24,113.991865,22.46153
Lau Siu Tung,Grand Horizon,Old songs karaoke; Reading aloud; Chinese chess,20,114.105277,22.353311
Lau Ka Ming,On Tai Estate,Simple stretching session; Chinese chess; Home visit companionship; Tea time conversation; Phone and smartphone help,24,114.223992,22.322092
Yip Kwok Him,On Tat Estate,Community centre activities; Park walk and chat; Phone and smartphone help; Old songs karaoke,23,114.237758,22.325516
Ng Yiu Tung,Tin Shing Court,Grocery escort; Photo sharing and memory talk; Tea time conversation; Clinic escort,21,113.994872,22.450625
Lee Ka Ching,Island Harbourview,Chinese chess; Photo sharing and memory talk; Home visit companionship; Phone and smartphone help; Grocery escort,27,114.164098,22.314103
Lee Yiu Tung,Aqua Marine,Tea time conversation; Simple stretching session; Park walk and chat,27,114.153886,22.339346
Lau Yan Ting,Tin Ching Estate,Grocery escort; Mahjong companion; Chinese chess,23,113.999248,22.457435
Wong Pak Hei,Lok Wah South Estate,Chinese chess; Park walk and chat; Photo sharing and memory talk,23,114.218057,22.319185
Leung Chi Ho,Wah Sum Estate,Reading aloud; Tea time conversation; Cooking together,22,114.139688,22.493822
Yip Sze Wing,LOHAS Park - LP6,Clinic escort; Mahjong companion; Grocery escort,21,114.267165,22.304635
Tang Wai Man,Riviera Gardens,Reading aloud; Clinic escort; Cooking together; Community centre activities,24,114.112758,22.369269
Chan Man Yi,Hing Tin Estate,Calligraphy practice; Phone and smartphone help; Board games,21,114.236159,22.310755
Yip Tsz Wai,Island Resort,Home visit companionship; Phone and smartphone help; Community centre activities,24,114.253585,22.270498
Tang Wai Man,Saddle Ridge Garden,Calligraphy practice; Mahjong companion; Board games,27,114.245483,22.416528
Leung Yiu Tung,Po Ming Court,Chinese chess; Simple stretching session; Calligraphy practice,29,114.261735,22.316796
Ho Lok Yin,Grandeur Terrace,Phone and smartphone help; Grocery escort; Cooking together; Chinese chess,28,114.005502,22.463906
Ho Man Yi,Lido Garden,Calligraphy practice; Reading aloud; Park walk and chat,23,114.051985,22.368467
Lam Yan Ting,Tai Ping Estate,Tea time conversation; Cooking together; Reading aloud; Mahjong companion,27,114.12433,22.497684
Lam Lok Yin,Dawning Views,Park walk and chat; Community centre activities; Cooking together,21,114.146496,22.482487
Wong Kwok Him,Tin Ping Estate,Reading aloud; Cooking together; Phone and smartphone help,26,114.129367,22.49579
Wong Hiu Lam,Kornhill,Simple stretching session; Grocery escort; Park walk and chat,20,114.221717,22.286035
Chan Sze Wing,Metro Harbour View,Board games; Grocery escort; Cooking together; Phone and smartphone help,26,114.161327,22.327999
Chan Tsz Wai,Ravana Garden,Tea time conversation; Old songs karaoke; Phone and smartphone help; Park walk and chat,25,114.208003,22.387344
Yip Wing Sze,Yau Tong Estate,Park walk and chat; Reading aloud; Board games; Photo sharing and memory talk,31,114.234416,22.305365
Wong Ka Ching,Discovery Park,Phone and smartphone help; Old songs karaoke; Calligraphy practice; Park walk and chat; Chinese chess,27,114.108168,22.377585
Lau Wing Sze,Yue Fai Court,Mahjong companion; Calligraphy practice; Board games,24,114.15152,22.249854
Lee Ho Yin,Kam Fung Court,Simple stretching session; Phone and smartphone help; Old songs karaoke,22,114.219748,22.429387
Yip Sze Wing,Lee On Estate,Phone and smartphone help; Tea time conversation; Park walk and chat,27,114.238386,22.432598
Tang Siu Tung,Fu Ning Garden,Photo sharing and memory talk; Community centre activities; Chinese chess,27,114.275298,22.324559
Chow Chi Ho,Lai Tak Tsuen,Photo sharing and memory talk; Phone and smartphone help; Board games; Reading aloud,26,114.19532,22.270412
Cheung Man Yi,Classical Gardens,Home visit companionship; Community centre activities; Grocery escort; Old songs karaoke,27,114.156521,22.442063
Lee Yiu Tung,Choi Ying Estate,Phone and smartphone help; Calligraphy practice; Clinic escort,22,114.216154,22.336418
Leung Pak Hei,Yee Ming Estate,Reading aloud; Tea time conversation; Simple stretching session; Photo sharing and memory talk; Chinese chess,24,114.269666,22.307085
Ng Ka Ming,Tsui Ping South Estate,Tea time conversation; Park walk and chat; Board games,24,114.233959,22.318795
Lam Yuk Ting,Wah Ming Estate,Park walk and chat; Phone and smartphone help; Clinic escort,25,114.138384,22.476421
Chan Wai Man,Chai Wan Estate,Reading aloud; Calligraphy practice; Mahjong companion; Board games,23,114.237007,22.265786
Chow Kwok Him,Tsing Yi Garden,Mahjong companion; Clinic escort; Reading aloud; Cooking together; Park walk and chat,21,114.09856,22.348102
Lau Ho Yin,Belair Monte,Chinese chess; Community centre activities; Board games,24,114.150238,22.501244
Ho Tsz Wai,Belair Gardens,Cooking together; Chinese chess; Park walk and chat; Board games,28,114.196777,22.383281
Cheung Yan Ting,Siu Kwai Court,Phone and smartphone help; Park walk and chat; Calligraphy practice; Photo sharing and memory talk,23,113.968306,22.404342
Lau Yiu Tung,Tsui Ning Garden,Grocery escort; Mahjong companion; Board games; Simple stretching session,29,113.978221,22.377493
Tang Tsz Wai,Ka Wai Chuen,Reading aloud; Phone and smartphone help; Park walk and chat,25,114.189029,22.301003
Ho Kwok Him,Wah Fu (1) Estate,Calligraphy practice; Clinic escort; Chinese chess,23,114.135652,22.255814
Ng Siu Tung,Park Signature,Chinese chess; Calligraphy practice; Home visit companionship,32,114.023647,22.444309
Chow Ho Yin,San Wai Court,Park walk and chat; Phone and smartphone help; Tea time conversation; Simple stretching session; Old songs karaoke,29,113.961173,22.400553
Ho Chi Ho,Lower Ngau Tau Kok Estate,Clinic escort; Calligraphy practice; Mahjong companion,24,114.208729,22.319216
Ng Wai Man,Yu Chui Court,Board games; Tea time conversation; Clinic escort,26,114.200949,22.37734
Wong Wing Sze,Heng Fa Chuen,Phone and smartphone help; Clinic escort; Mahjong companion; Home visit companionship,34,114.239275,22.279962
Ng Kwok Him,So Uk Estate,Calligraphy practice; Clinic escort; Park walk and chat,22,114.160806,22.338018
Lee Wai Man,Grand Promenade,Reading aloud; Home visit companionship; Board games; Park walk and chat,25,114.219316,22.282962
Ng Tsz Wai,So Uk Estate,Grocery escort; Chinese chess; Tea time conversation; Calligraphy practice; Board games,28,114.14953,22.3476
Ng Wai Man,Hoi Fu Court,Park walk and chat; Cooking together; Calligraphy practice,24,114.172801,22.322336
